locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-569386311,1-199739497,Waterfield House Practice,Registered,2013-04-01,186 Henwood Green Road,Tunbridge Wells,Kent,South East,TN2 4LR,01892825488,Kent,0.0,Good,2017-05-03,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Justice', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Justice', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Justice', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Justice', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Justice', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-569529381,1-101641620,Age UK Maidstone,Registered,2013-02-01,7 Mill Street,Maidstone,Kent,South East,ME15 6XW,01622753618,Kent,0.0,Good,2017-09-06,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Louise Hayley', 'personFamilyName': 'Macpherson', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-570069046,1-199738451,Clanricarde Medical Centre,Registered,2013-04-01,Abbey Court,Tunbridge Wells,Kent,South East,TN4 9TF,01892546422,Kent,0.0,Good,2018-02-23,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Martin Christopher Hesketh', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Martin Christopher Hesketh', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Martin Christopher Hesketh', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Martin Christopher Hesketh', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Martin Christopher Hesketh', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-570240630,1-559350409,Aspen Dental Care,Registered,2013-05-09,20 Mount Ephraim,Tunbridge Wells,Kent,South East,TN4 8AS,01892516030,Kent,0.0,Inspected but not rated,2024-01-26,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-571087757,1-199739169,Town Medical Centre,Registered,2013-04-01,25 London Road,Sevenoaks,Kent,South East,TN13 1AR,01732454545,Kent,0.0,Good,2017-10-12,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': []}, {'name': 'Family planning', 'code': 'RA15', 'contacts': []}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-571161494,1-199739437,Lowfield Medical Centre,Registered,2013-04-01,65-67 Lowfield Street,Dartford,Kent,South East,DA1 1HP,01322224550,Kent,0.0,Good,2016-07-11,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Neerajana', 'personFamilyName': 'Dhatariya', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Neerajana', 'personFamilyName': 'Dhatariya', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Neerajana', 'personFamilyName': 'Dhatariya', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Neerajana', 'personFamilyName': 'Dhatariya', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Neerajana', 'personFamilyName': 'Dhatariya', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-571623574,1-199738670,The Limes Medical Centre,Registered,2013-04-01,Trinity Square,Margate,,South East,CT9 1QY,01843222788,Kent,0.0,Good,2022-08-05,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Anita', 'personFamilyName': 'Jain', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Anita', 'personFamilyName': 'Jain', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Anita', 'personFamilyName': 'Jain', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Anita', 'personFamilyName': 'Jain', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Anita', 'personFamilyName': 'Jain', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-571936225,1-199739029,The Charing Medical Partnership,Registered,2013-04-01,1 Surgery Close,Ashford,Kent,South East,TN27 0AW,01233714490,Kent,0.0,Outstanding,2022-12-23,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Rosalyn', 'personFamilyName': 'Dunnet', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Rosalyn', 'personFamilyName': 'Dunnet', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Rosalyn', 'personFamilyName': 'Dunnet', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Rosalyn', 'personFamilyName': 'Dunnet', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Rosalyn', 'personFamilyName': 'Dunnet', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-573810541,1-199738550,Hildenborough & Tonbridge Medical Group,Registered,2013-04-01,Westwood,Tonbridge,Kent,South East,TN11 9HL,01732838777,Kent,0.0,Good,2017-09-28,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Edward Arton', 'personFamilyName': 'Miller', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Edward Arton', 'personFamilyName': 'Miller', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Edward Arton', 'personFamilyName': 'Miller', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Edward Arton', 'personFamilyName': 'Miller', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Edward Arton', 'personFamilyName': 'Miller', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5745634091,1-5416901448,Smile Avenue,Registered,2018-09-18,"30, Providence Place",Dartford,,South East,DA1 1AH,07432734446,Kent,0.0,Inspected but not rated,2022-11-14,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Rasa', 'personFamilyName': 'Rodz', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Rasa', 'personFamilyName': 'Rodz', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Rasa', 'personFamilyName': 'Rodz', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-5805833788,1-102643425,Cygnet Hospital Maidstone,Registered,2018-10-05,Gidds Pond Way,Maidstone,,South East,ME14 5FT,01622580330,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laurie-Dawn', 'personFamilyName': 'Burleton', 'personRoles': ['Registered Manager']}]}, {'name': 'Assessment or medical treatment for persons detained under the Mental Health Act 1983', 'code': 'RA6', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laurie-Dawn', 'personFamilyName': 'Burleton', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Hospitals - Mental health/capacity', 'description': 'Hospital services for people with mental health needs, learning disabilities and problems with substance misuse'}, {'name': 'Rehabilitation (illness/injury)', 'description': 'Rehabilitation services'}]"
1-581938125,1-199738820,White House Surgery,Registered,2013-04-01,The White House Surgery,Folkestone,Kent,South East,CT19 4PU,01303275434,Kent,0.0,Good,2017-07-11,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'John', 'personFamilyName': 'Jedrzejewski', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Chee Kheong', 'personFamilyName': 'Mah', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'John', 'personFamilyName': 'Jedrzejewski', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Chee Kheong', 'personFamilyName': 'Mah', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'John', 'personFamilyName': 'Jedrzejewski', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Chee Kheong', 'personFamilyName': 'Mah', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'John', 'personFamilyName': 'Jedrzejewski', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Chee Kheong', 'personFamilyName': 'Mah', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-582146168,1-199740734,The Lonsdale Medical Centre Partnership,Registered,2013-04-01,1 Clanricarde Gardens,Tunbridge Wells,Kent,South East,TN1 1PE,01892530329,Kent,0.0,Good,2017-02-24,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Bruno', 'personFamilyName': 'Capone', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Corney', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Bruno', 'personFamilyName': 'Capone', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Corney', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Bruno', 'personFamilyName': 'Capone', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Corney', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Bruno', 'personFamilyName': 'Capone', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Corney', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Bruno', 'personFamilyName': 'Capone', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Corney', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-5829371469,1-5502257965,Tarrys Residential Home,Registered,2018-10-10,86-88 Grand Drive,Herne Bay,Kent,South East,CT6 8LL,01227367045,Kent,19.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': []}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-583460148,1-199738560,Dr S Schulz & Partners,Registered,2013-04-01,St Richard's Road Surgery,Deal,Kent,South East,CT14 9LF,01304364111,Kent,0.0,Good,2016-10-03,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Stephen John Thompson', 'personFamilyName': 'Williams', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Stephen John Thompson', 'personFamilyName': 'Williams', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Stephen John Thompson', 'personFamilyName': 'Williams', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Stephen John Thompson', 'personFamilyName': 'Williams', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Stephen John Thompson', 'personFamilyName': 'Williams', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-583613732,1-199739239,Woodlands Health Centre,Registered,2013-04-01,1-7 Allington Road,Tonbridge,Kent,South East,TN12 6AX,01892833331,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Georgia Lillian', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Georgia Lillian', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Georgia Lillian', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Georgia Lillian', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Georgia Lillian', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-583738515,1-199739249,Dr R Sigurdsson & Partners,Registered,2013-04-01,116 Kings Road,Herne Bay,Kent,South East,CT6 5RE,08443879933,Kent,0.0,Good,2017-01-23,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hugh Edward', 'personFamilyName': 'Matthews', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Marion', 'personFamilyName': 'Nichols', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hugh Edward', 'personFamilyName': 'Matthews', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Marion', 'personFamilyName': 'Nichols', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hugh Edward', 'personFamilyName': 'Matthews', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Marion', 'personFamilyName': 'Nichols', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hugh Edward', 'personFamilyName': 'Matthews', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Marion', 'personFamilyName': 'Nichols', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hugh Edward', 'personFamilyName': 'Matthews', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Marion', 'personFamilyName': 'Nichols', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
